rank,source,title,reward,currency,payment_type,estimated_hours,payment_probability,execution_probability,eligibility_probability,receipt_probability,expected_receivable_value,revenue_velocity,direct_executability_score,queue_priority,requires_human_action,status,url,source_file,source_row,generated_at
693,Grants.gov API,Public Wireless Supply Chain Innovation Fund Grant Program &ndash; Solutions for AI-Native RAN,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363179,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,16,2026-07-17T19:32:33.964339+00:00
694,Grants.gov API,Freedom250 Advancing U.S. Artificial Intelligence Leadership in Algeria,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363121,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,27,2026-07-17T19:32:33.966339+00:00
695,Grants.gov API,"Prosperity through Partnership: Catalyzing U.S.-Algerian Collaboration in Innovation, Commerce and English Language",0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362903,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,28,2026-07-17T19:32:33.966339+00:00
696,Grants.gov API,EARLY STAGE INNOVATIONS (ESI26),0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363066,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,29,2026-07-17T19:32:33.966339+00:00
697,Grants.gov API,FY 2026 CN Technology Innovation Grant for Child and Adult Care Food Program Integrity,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362971,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,30,2026-07-17T19:32:33.966339+00:00
698,Grants.gov API,"DoW Peer Reviewed Medical, Technology/Therapeutic Development Award",0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362337,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,31,2026-07-17T19:32:33.966339+00:00
699,Grants.gov API,National Cybersecurity Preparedness Consortium,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363010,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,32,2026-07-17T19:32:33.967338+00:00
700,Grants.gov API,"Model-to-Clinic (M2C) for Precision Medicine with AI: Integrating Imaging with Multimodal Data (PRIMED-AI) (UG3/UH3, Clinical Trial Optional)",0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359666,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,44,2026-07-17T19:32:33.969338+00:00
701,Grants.gov API,PRIMED-AI: Data-to-Model Academic-Industrial Partnerships (D2M-AIP) for Precision Medicine with AI: Integrating Imaging with Multimodal Data (UG3/UH3 Clinical Trial Optional),0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359270,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,46,2026-07-17T19:32:33.969338+00:00
702,Grants.gov API,Single Source Competition: Continuation of the Cardiovascular Repository for Type 1 Diabetes (CaRe-T1D) - Resource Center (U24 Clinical Trial Not Allowed),0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/361035,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,48,2026-07-17T19:32:33.970338+00:00
703,Grants.gov API,Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs (P20 Clinical Trial Optional),0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359949,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,50,2026-07-17T19:32:33.970338+00:00
704,Grants.gov API,The 2027 YSEALI Regional Workshop: Securing Supply Chains,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362900,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,52,2026-07-17T19:32:33.970338+00:00
705,Grants.gov API,Pathways to Enable Secure Open-Source Ecosystems,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/361333,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,53,2026-07-17T19:32:33.971338+00:00
706,Grants.gov API,SEEDING CRITICAL ADVANCES FOR LEADING ENERGY TECHNOLOGIES WITH UNTAPPED POTENTIAL (SCALEUP) READY,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/356623,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,54,2026-07-17T19:32:33.971338+00:00
707,Grants.gov API,Tribal Colleges and Universities Program,0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/334326,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,55,2026-07-17T19:32:33.971338+00:00
708,Grants.gov API,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R21 Clinical Trial Not Allowed),0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/357308,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,60,2026-07-17T19:32:33.972337+00:00
709,Grants.gov API,Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R01 Clinical Trial Not Allowed),0.0,USD,unknown,100.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/357309,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,61,2026-07-17T19:32:33.972337+00:00
710,devpost_execution_triage,Global AI Hackathon Series with Qwen Cloud,0.0,unknown,unknown,115.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://qwencloud-hackathon.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,22,2026-07-17T19:32:33.643395+00:00
711,devpost_execution_triage,INNOVIK 6.0 : International Hackathon 2026,0.0,unknown,unknown,120.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://innovik-6-0-hackathon-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,2,2026-07-17T19:32:33.640397+00:00
712,devpost_execution_triage,Galuxium Nexus V2,0.0,unknown,unknown,120.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://galuxium-nexus-v2-29411.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,3,2026-07-17T19:32:33.640397+00:00
713,devpost_execution_triage,Brainwave 2026 – X402 Blockchain Track,0.0,unknown,unknown,120.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://brainwave-2026.devpost.com/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\devpost_execution_triage.csv,4,2026-07-17T19:32:33.640397+00:00
714,Grants.gov API,Interdisciplinary Transportation Law and Policy Technology Training Development,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362960,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,15,2026-07-17T19:32:33.964339+00:00
715,Grants.gov API,Boosting Innovative GEOINT - Science &amp; Technology Broad Agency Announcement (BIG-ST BAA),0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/351404,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,17,2026-07-17T19:32:33.964339+00:00
716,Grants.gov API,NIH Research Software Engineer (RSE) Award (R50 Clinical Trials Not Allowed),0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/355439,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,18,2026-07-17T19:32:33.964339+00:00
717,Grants.gov API,Investigator Initiated Innovation in Computational Genomics and Data Science (R01 Clinical Trial Not Allowed),0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/357194,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,19,2026-07-17T19:32:33.964339+00:00
718,Grants.gov API,Investigator Initiated Innovation in Computational Genomics and Data Science (R21 Clinical Trial Not Allowed),0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/357195,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,20,2026-07-17T19:32:33.965339+00:00
719,Grants.gov API,"DoW Military Burn, Technology/Therapeutic Development Award",0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362252,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,21,2026-07-17T19:32:33.965339+00:00
720,Grants.gov API,FY25 Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/356605,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,22,2026-07-17T19:32:33.965339+00:00
721,Grants.gov API,"NIH, CDC and FDA Small Business Innovation Research Grant (Parent SBIR [R43/R44] Clinical Trial Optional)",0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359671,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,23,2026-07-17T19:32:33.965339+00:00
722,Grants.gov API,NIH Small Business Innovation Research (SBIR) Phase IIB Strategic Breakthrough Award (Parent [R44] Clinical Trial Optional),0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359758,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,24,2026-07-17T19:32:33.965339+00:00
723,Grants.gov API,NIH Small Business Technology Transfer Grant (Parent STTR [R41/R42] Clinical Trial Optional),0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359757,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,25,2026-07-17T19:32:33.965339+00:00
724,Grants.gov API,"NSF Scholarships in Science, Technology, Engineering, and Mathematics Program",0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/357498,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,26,2026-07-17T19:32:33.966339+00:00
725,Grants.gov API,Centers of Research Excellence in Science and Technology - Research Infrastructure for Science and Engineering,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359061,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,33,2026-07-17T19:32:33.967338+00:00
726,Grants.gov API,"Space Technology Research, Development, Demonstration, and Infusion (SpaceTech REDDI-2026)",0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360954,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,34,2026-07-17T19:32:33.967338+00:00
727,Grants.gov API,"Small Business Innovation Research / Small Business Technology Transfer Phase I, Phase II, Fast-Track Programs (SBIR/STTR): A Pilot Emphasis on Scientific Instrumentation.",0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362551,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,35,2026-07-17T19:32:33.967338+00:00
728,Grants.gov API,EONS 2018: Appendix E Minority University Research and Education Project (MUREP) for Sustainability and Innovation Collaborative &ndash; (MUSIC),0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/300997,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,36,2026-07-17T19:32:33.967338+00:00
729,Grants.gov API,NSF National Innovation Corps Teams (NSF National I-Corps (TM) Teams) program,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360664,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,37,2026-07-17T19:32:33.968338+00:00
730,Grants.gov API,Postdoctoral Research Fellowships in Biology,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/361249,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,38,2026-07-17T19:32:33.968338+00:00
731,Grants.gov API,National Science Foundation Fostering Interdisciplinary Networks to Develop Emergent and Responsive Solutions Foundry,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/361604,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,39,2026-07-17T19:32:33.968338+00:00
732,Grants.gov API,UNITED STATES MILITARY ACADEMY Broad Agency Announcement,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/325932,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,40,2026-07-17T19:32:33.968338+00:00
733,Grants.gov API,Measurement Science and Engineering (MSE) Research Grant Programs,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/358955,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,41,2026-07-17T19:32:33.968338+00:00
734,Grants.gov API,The Genesis Mission: Transforming Science and Energy with AI,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/361526,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,42,2026-07-17T19:32:33.968338+00:00
735,Grants.gov API,"Advancing Bioinformatics, Translational Bioinformatics and Computational Biology Research (R01 Clinical Trial Optional)",0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359003,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,43,2026-07-17T19:32:33.969338+00:00
736,Grants.gov API,"Community Engagement Evaluation and Data Coordination (CEED) Hub to Advance Data and Practice Transformation for Optimizing Oral Health for All (U01, Clinical Trial Not Allowed)",0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359123,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,45,2026-07-17T19:32:33.969338+00:00
737,Grants.gov API,Community-Based Participatory Research to Advance Data and Practice Transformation (ADAPT) for Optimizing Oral Health for All (UG3/UH3 Clinical Trial Optional),0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/358864,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,47,2026-07-17T19:32:33.969338+00:00
738,Grants.gov API,"DoW Prostate Cancer, Data Science Award",0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362259,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,49,2026-07-17T19:32:33.970338+00:00
739,Grants.gov API,Tribal Colleges Research Grants Program,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362029,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,51,2026-07-17T19:32:33.970338+00:00
740,Grants.gov API,EDU Core Research,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362422,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,56,2026-07-17T19:32:33.971338+00:00
741,Grants.gov API,Advanced Technologies and Instrumentation for the Astronomical Sciences,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/343166,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,57,2026-07-17T19:32:33.971338+00:00
742,Grants.gov API,Mid-scale Research Infrastructure-1,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/356129,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,58,2026-07-17T19:32:33.971338+00:00
743,Grants.gov API,Findable Accessible Interoperable Reusable Open Science,0.0,USD,unknown,140.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/358036,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,59,2026-07-17T19:32:33.972337+00:00
744,Immunefi,Ethena,0.0,USD,unknown,150.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/ethena/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,2,2026-07-17T19:32:33.961340+00:00
745,Immunefi,DeXe Protocol,0.0,USD,unknown,150.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/dexeprotocol/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,3,2026-07-17T19:32:33.961340+00:00
746,Immunefi,ENS,0.0,USD,unknown,150.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/ens/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,4,2026-07-17T19:32:33.961340+00:00
747,Immunefi,Lombard Finance,0.0,USD,unknown,150.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/lombard-finance/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,5,2026-07-17T19:32:33.962340+00:00
748,Immunefi,SSV Network,0.0,USD,unknown,150.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/ssvnetwork/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,6,2026-07-17T19:32:33.962340+00:00
749,Immunefi,StackingDAO,0.0,USD,unknown,150.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/stackingdao/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_eligible_queue.csv,7,2026-07-17T19:32:33.962340+00:00
