rank,queue_status,verification_score,priority_score,title,category,source,url,reward_amount,reward_currency,payment_method,difficulty,estimated_hours,risk_level,country_eligibility,country_restrictions,kyc_required,human_approval_required,verification_status,recommended_action,recommendation_reason,verified_at
1092,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Apple Watch companion app (watchOS): tune, heart, and dictated requests from the wrist",paid_development,GitHub Paid Issues,https://github.com/perminder-klair/subwave/issues/1488,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:33.417521+00:00
1093,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Karte: Prizing-Rechner für TCG-Turniere,competition,GitHub Prize Issues,https://github.com/ditshej/tcg-prizing/issues/1,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:32.428584+00:00
1094,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Outrovo launch audit — latest,ai_integration,MCP Paid Opportunities,https://github.com/twfly104/outrovo/issues/19,0.0,,"Stripe, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:31.281937+00:00
1095,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Vendored skills: upstream updates available,crypto_bounty,Crypto Bounties,https://github.com/26zl/cybersec-toolkit/issues/50,0.0,,GitHub Sponsors,alta,80.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:30.429946+00:00
1096,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Contract integration tests against live testnet RPC (CI job),open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/186,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:29.435006+00:00
1097,BLOCKED_NOT_EXECUTABLE,0.0,0.0,feat(providers): add AnySearch as a free Exa/Tavily-tier search provider,paid_development,GitHub Paid Issues,https://github.com/diegosouzapw/OmniRoute/issues/11637,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:28.431472+00:00
1098,BLOCKED_NOT_EXECUTABLE,0.0,0.0,LC-OPS-023 — preserve exact PR identity through QA merge handoff,paid_development,GitHub Paid Issues,https://github.com/Interwtk/LinguaChat/issues/105,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:27.288906+00:00
1099,BLOCKED_NOT_EXECUTABLE,0.0,0.0,chore(ai): complete maintainer validation and publish 1.0.0,paid_development,GitHub Paid Issues,https://github.com/meymchen/banshu/issues/60,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:26.438425+00:00
1100,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"CI takes 13-25 minutes per PR, and 78% of that is rebuilding the same environment instead of testing",paid_development,GitHub Paid Issues,https://github.com/Mingla-LLC/mingla-main/issues/2148,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:25.521699+00:00
1101,BLOCKED_NOT_EXECUTABLE,0.0,0.0,fix(hooks): stop useSorobanContract from looping simulateTransaction forever,paid_development,GitHub Paid Issues,https://github.com/RaceeyXo/use-stellar/issues/173,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:24.223070+00:00
1102,BLOCKED_NOT_EXECUTABLE,0.0,0.0,fix(hooks): derive transaction status from the submit response,paid_development,GitHub Paid Issues,https://github.com/RaceeyXo/use-stellar/issues/182,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:23.096570+00:00
1103,BLOCKED_NOT_EXECUTABLE,0.0,0.0,VOID coordination control plane V366 — MOVING-WEEK SAFE MODE; #1357 current-main integration evidence stale,paid_development,GitHub Paid Issues,https://github.com/6ZoSo9/void-node/issues/1301,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:22.064001+00:00
1104,BLOCKED_NOT_EXECUTABLE,0.0,0.0,slack-1787753344-433259,paid_development,GitHub Paid Issues,https://github.com/woahwhattheheck/commons/issues/3222,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:20.620993+00:00
1105,BLOCKED_NOT_EXECUTABLE,0.0,0.0,fix(core): honour custom networkConfig.horizonUrl in every Horizon hook,paid_development,GitHub Paid Issues,https://github.com/RaceeyXo/use-stellar/issues/176,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:12:19.714031+00:00
1106,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[security] Post-refactor audit as a differential benchmark of ~18 AI security-audit tools -> CSA report,ai_bounty,AI Agent Bounties,https://github.com/CloudSecurityAlliance/csa-google-workspace/issues/113,0.0,,GitHub Sponsors,alta,80.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:23.995953+00:00
1107,BLOCKED_NOT_EXECUTABLE,0.0,0.0,FE-45: Multi-Step Soroban Transaction Status Drawer with Explorer Links,competition,GitHub Prize Issues,https://github.com/OpenKnight-Foundation/KnightVerse/issues/1043,0.0,,GitHub Sponsors,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:23.289960+00:00
1108,BLOCKED_NOT_EXECUTABLE,0.0,0.0,NYFW 2026 free/low-cost NYC model event monitor — daily alerts,paid_development,GitHub Paid Issues,https://github.com/rmcmurrer81/android-app/issues/26,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:22.489203+00:00
1109,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[P2][enhancement][area:social] Present the marriage loop: heart events, obtainable pendant, proposal & wedding moments",competition,GitHub Prize Issues,https://github.com/GRITui/story-of-country-side/issues/111,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:21.476703+00:00
1110,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"engine(tooling): pay down the clang-tidy backlog - safety, memory and CPU families only; visual/style checks declined by owner decision",competition,GitHub Prize Issues,https://github.com/athrvk/vayu/issues/928,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:20.682347+00:00
1111,BLOCKED_NOT_EXECUTABLE,0.0,0.0,media: presigned upload-grant PUT is unfulfillable — signed SSE-KMS headers undocumented and key undiscoverable (production-proven),grant,GitHub Grant Issues,https://github.com/equaltoai/lesser/issues/1472,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:19.737570+00:00
1112,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[P1][enhancement] Seed economy: seeds as items + starting grant + purchase path (planting is currently free & infinite),grant,GitHub Grant Issues,https://github.com/GRITui/story-of-country-side/issues/91,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:18.936098+00:00
1113,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[Feature]: List and revoke operator standing grants (RPC + Control UI surface),grant,GitHub Grant Issues,https://github.com/openclaw/openclaw/issues/130152,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:18.118505+00:00
1114,BLOCKED_NOT_EXECUTABLE,0.0,0.0,重构【开源市集】官网【开放协作人奖】页面,open_source_bounty,GitHub Reward Issues,https://github.com/Open-Source-Bazaar/Open-Source-Bazaar.github.io/issues/52,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:17.300860+00:00
1115,BLOCKED_NOT_EXECUTABLE,0.0,0.0,PILOT001 OVERCLOCK — Shared Execution Goal,paid_development,GitHub Paid Issues,https://github.com/chokle/Jack-Core/issues/49,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:16.095800+00:00
1116,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Planner retries parse failures but not structurally invalid typed plans,paid_development,GitHub Paid Issues,https://github.com/lost-rob0t/prolog-rlm/issues/245,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:14.971113+00:00
1117,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"A consumer cannot ask 'is this API reachable today' — every callability signal we publish is derived, and a bot-walled host is indistinguishable from a healthy gated one",ai_integration,MCP Paid Opportunities,https://github.com/api-evangelist/roadmap/issues/144,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:14.300215+00:00
1118,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Extend next affordances: they stop at entity reads, never point at prompts, carry no caveat — and one of them promises evidence the tool cannot return",ai_integration,MCP Paid Opportunities,https://github.com/api-evangelist/roadmap/issues/148,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:13.519580+00:00
1119,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"A provider has no in-product way to say 'your data about us is wrong' — the evidence tool returns a legend instead of evidence, and the correction path is email",ai_integration,MCP Paid Opportunities,https://github.com/api-evangelist/roadmap/issues/149,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:12.578433+00:00
1120,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[Register] OBSERVATORY-Revenue / marcusdytrich,crypto_bounty,Crypto Bounties,https://github.com/Scottcjn/contributors/issues/175,0.0,,"Criptomoeda, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:11.744731+00:00
1121,BLOCKED_NOT_EXECUTABLE,0.0,0.0,No Pepecoin support: peppool.space is a mempool fork sitting unused,competition,GitHub Prize Issues,https://github.com/agntn/explorers/issues/20,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:11.098781+00:00
1122,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Epic: Restore usable agent generate,paid_development,GitHub Paid Issues,https://github.com/genfeedai/genfeed.ai/issues/3226,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:10.306544+00:00
1123,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[EPIC][hramatka] Teacher lesson service — product qualification and teacher-ready release,paid_development,GitHub Paid Issues,https://github.com/learn-ukrainian/learn-ukrainian.github.io/issues/4542,0.0,,GitHub Sponsors,média,30.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:09.079455+00:00
1124,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Managed identity and proposal-bound authentication provider bake-off,paid_development,GitHub Paid Issues,https://github.com/jaylamping/market-mate/issues/50,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:08.004933+00:00
1125,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[gig] DeskCrew Bounty Board,ai_bounty,AI Agent Bounties,https://github.com/gigs-sh/gigs-sh/issues/5,0.0,,"USDC, GitHub Sponsors",baixa,8.0,alto,UNKNOWN_REVIEW_REQUIRED,open to anonymous AI agents,1,1,approval_required,Solicitar aprovação humana antes de qualquer gasto.,"A oportunidade aparenta exigir capital, taxa, depósito ou compra.",2026-08-26T14:08:07.185620+00:00
1126,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[Performance]: GET /api/admin/payments reads and populates the entire payments collection to return ten rows,paid_development,GitHub Paid Issues,https://github.com/udaycodespace/learnhub/issues/104,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:06.171353+00:00
1127,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Divergences that can be fixed today,paid_development,GitHub Paid Issues,https://github.com/tfausak/pawl/issues/2189,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:05.618089+00:00
1128,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Series registration: auto re-enroll and notify when an upgrade unlocks a gated session,paid_development,GitHub Paid Issues,https://github.com/AI-Shipping-Labs/website/issues/1465,0.0,,"Stripe, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,"eligibility, and activity recording all stay in one place",0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:04.853601+00:00
1129,BLOCKED_NOT_EXECUTABLE,0.0,0.0,CI budget test for tools/list size,ai_integration,MCP Paid Opportunities,https://github.com/Ilmar7786/marzban-sdk/issues/77,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:03.934979+00:00
1130,BLOCKED_NOT_EXECUTABLE,0.0,0.0,The examples smoke test in CI cannot fail,ai_integration,MCP Paid Opportunities,https://github.com/accensa/x402-facilitator-stellar/issues/190,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:03.329590+00:00
1131,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Write the role-based developer guides to the standard the RFP asks for,ai_integration,MCP Paid Opportunities,https://github.com/accensa/x402-facilitator-stellar/issues/154,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:02.408801+00:00
1132,BLOCKED_NOT_EXECUTABLE,0.0,0.0,🎯 Bounty Alert: 7 New Opportunityies found,ai_bounty,AI Agent Bounties,https://github.com/freedom-winds/BountyScout/issues/892,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:01.520441+00:00
1133,BLOCKED_NOT_EXECUTABLE,0.0,0.0,🎯 Bounty Alert: 8 New Opportunityies found,ai_bounty,AI Agent Bounties,https://github.com/vansh-09/BountyScout/issues/982,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T14:08:00.567131+00:00
